FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
9186,8747,T-6-7-PO-15,PB487,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,LO ECHEVERS,SAN MARTIN,P-O,COLO COLO,AV. VESPUCIO,-,-,COLO COLO / AV. VESPUCIO,337811.72,6306031.67,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2010,,Mar-11/Cambia referencia,,
9187,8748,T-6-7-OP-20,,PS,INACTIVO,QUILICURA,B,AV. VESPUCIO,ALCALDE JUAN LARENAS,M RODRIGUEZ,O-P,PAS. BRICE¥O,AV. VESPUCIO,-,-,PAS. BRICE¥O / AV. VESPUCIO,338990.03,6306102.35,0,,,,,,2,MALO,CON REFUGIO,,,,,
9188,8749,T-6-7-PO-20,PB488,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,CAMINO LO ECHEVERS,GRAL. SAN MARTÖN,P-O,GRAL. SAN MARTÖN,AV. VESPUCIO,-,-,GRAL. SAN MARTÖN / AV. VESPUCIO,338190.11,6306152.62,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
9189,8750,T-6-7-OP-25,,PS,INACTIVO,QUILICURA,B,AV. VESPUCIO,M RODRIGUEZ,SAN MARTIN,O-P,SAN MARTÖN,AV. VESPUCIO,-,-,SAN MARTÖN / AV. VESPUCIO,338385.03,6306183.29,0,,,,,,0,,SàLO SE¥AL,,,,,
9190,8751,T-6-7-PO-25,PB489,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,SAN MARTIN,ISMAEL BRICE¥O,P-O,ISMAEL BRICE¥O,AV. VESPUCIO,-,-,ISMAEL BRICE¥O / AV. VESPUCIO,339031.41,6306072.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,1674,
9191,8752,T-6-7-OP-30,PB466,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,SAN MARTIN,COLO COLO,O-P,COLO COLO,AV. VESPUCIO,-,-,COLO COLO / AV. VESPUCIO,337887.24,6306143.23,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,Mar-11/Cambia referencia,1676,
9192,8753,T-6-7-PO-30,PB490,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,ISMAEL BRICE¥O,ALCALDE JUAN LARENAS,P-O,AV. LAS TORRES,AV. VESPUCIO,PASARELA RENOIR,-,PASARELA RENOIR,339697.58,6305980.5,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,1673,
9193,8754,T-6-7-OP-35,PB478,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,COLO COLO,CAMINO LO ECHEVERS,O-P,CAMINO LO ECHEVERS,AV. VESPUCIO,-,-,CAMINO LO ECHEVERS / AV. VESPUCIO,337429.58,6305708.98,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
9194,8755,T-6-7-PO-35,PB491,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,ALCALDE JUAN LARENAS,LO CAMPINO,P-O,LO CAMPINO,AV. VESPUCIO,-,-,LO CAMPINO / AV. VESPUCIO,340400.96,6305908.25,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2010,,,,
9195,8756,T-6-7-OP-40,PB479,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,CAMINO LO ECHEVERS,LAS NIEVES,O-P,CENTRAL,AV. VESPUCIO,PASARELA CENTRAL,-,PASARELA CENTRAL,337130.5,6305388.35,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,9530,
9196,8757,T-6-7-PO-40,PB468,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,LO CAMPINO,LUIS OLEA,P-O,LUIS OLEA,AV. VESPUCIO,PASARELA ALCALDE GUZMµN,-,PASARELA ALCALDE GUZMµN,341105.28,6306248.46,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1492,
9197,8758,T-6-7-OP-45,PB480,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,CORDILLERA,LAS NIEVES,O-P,PASARELA LO BOZA,AV. VESPUCIO,PASARELA LO BOZA,-,PASARELA LO BOZA,336658.34,6304891.8,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2010,,,,
9198,8759,T-6-8-NS-5,PB416,PS,ACTIVO,QUILICURA,B,AV. PDTE. FREI MONTALVA,AV AMERICO VESPUCIO,ALCALDE GUZMAN,N-S,ALT. 7000,AV. PDTE. FREI MONTALVA,FUNDICIàN QUINTA,-,FUNDICIàN QUINTA,341972.93,6306403.89,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,4065,
9199,8760,T-6-8-NS-10,PB417,PS,ACTIVO,QUILICURA,B,AV. PDTE. FREI MONTALVA,ALCALDE GUZMAN,CARDENAL JOSE MARIA CARO,N-S,CARD. JOS M. CARO,AV. PDTE. FREI MONTALVA,-,-,CARD. JOS M. CARO / AV. PDTE. FREI MONTALVA,342128.76,6305980.3,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,4067,
9200,8761,T-6-8-NS-15,PB418,PS,ACTIVO,QUILICURA,B,AV. PDTE. FREI MONTALVA,ALCALDE GUZMAN,S/N,N-S,ALT. 6000,AV. PDTE. FREI MONTALVA,LIBESA,-,LIBESA,342255.94,6305656.47,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
9201,8762,T-6-41-NS-5,PB529,PS,ACTIVO,QUILICURA,B,AV. GENERAL SAN MARTÖN,SARGENTO CANDELARIA,SAN LUIS,N-S,JOS F. VERGARA,AV. GENERAL SAN MARTÖN,-,-,JOS F. VERGARA / AV. GENERAL SAN MARTÖN,338330.2,6306824.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,4856,
9202,8763,T-6-41-SN-5,PB527,PS,ACTIVO,QUILICURA,B,AV. GENERAL SAN MARTÖN,AV AMERICO VESPUCIO,BLANCO ENCALADA,S-N,BLANCO ENCALADA,AV. GENERAL SAN MARTÖN,-,-,BLANCO ENCALADA / AV. GENERAL SAN MARTÖN,338284.23,6306311.9,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
9203,8764,T-6-41-NS-10,PB460,PS,ACTIVO,QUILICURA,B,AV. GENERAL SAN MARTÖN,BLANCO ENCALADA,INT. SAAVEDRA,N-S,INT. SAAVEDRA,AV. GENERAL SAN MARTÖN,-,-,INT. SAAVEDRA / AV. GENERAL SAN MARTÖN,338273,6306284.7,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,Mar-11/Cambia referencia,3680,
9204,8765,T-6-41-SN-10,PB403,PS,ACTIVO,QUILICURA,B,AV. GENERAL SAN MARTÖN,G MARINA,GENERAL SAN MARTIN,S-N,JOS F. VERGARA,AV. GENERAL SAN MARTÖN,-,-,JOS F. VERGARA / AV. GENERAL SAN MARTÖN,338300.75,6306541.67,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,4858,
9205,8766,T-6-41-SN-15,PB528,PS,ACTIVO,QUILICURA,B,AV. GENERAL SAN MARTÖN,PASAJE 2,AV. M. A. MATTA,S-N,AV. M. A. MATTA,AV. GENERAL SAN MARTÖN,-,-,AV. M. A. MATTA / AV. GENERAL SAN MARTÖN,338393.02,6307075.48,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
9206,8767,T-6-42-OP-5,PB1629,PS,ACTIVO,QUILICURA,B,INTENDENTE SAAVEDRA,CHACABUCO,PJE MAIPO,P-O,PJE MAIPO,INTENDENTE SAAVEDRA,-,-,PJE MAIPO / INTENDENTE SAAVEDRA,338030.1,6306250.49,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2011,,ene-11,,
9207,8768,T-6-42-PO-5,PB526,PS,ACTIVO,QUILICURA,B,INTENDENTE SAAVEDRA,SIMON BOLIVAR,PASAJE MAIPO,P-O,GRAL. SAN MARTÖN,INTENDENTE SAAVEDRA,-,-,GRAL. SAN MARTÖN / INTENDENTE SAAVEDRA,338014.69,6306243.32,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,8996,
9208,8769,T-6-43-OP-2,PB1669,ET,ACTIVO,QUILICURA,B,JOS F. VERGARA,COVADONGA,O'HIGGINS,O-P,O'HIGGINS,JOS F. VERGARA,PLAZA QUILICURA,2,PARADA 2 / PLAZA QUILICURA,338926.57,6306522.07,0,,,,1,ZP,0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,jul-11,7150,
9209,8770,T-6-43-OP-5,PB458,PS,ACTIVO,QUILICURA,B,JOS F. VERGARA,R ROMO RUIZ,LOS CARRERA,O-P,LOS CARRERA,JOS F. VERGARA,-,-,LOS CARRERA / JOS F. VERGARA,338696.43,6306654.84,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,4923,
9210,8771,T-6-43-OP-10,PB459,PS,ACTIVO,QUILICURA,B,JOS F. VERGARA,LA CONCEPCION,GENERAL SAN MARTIN,O-P,GRAL. SAN MARTÖN,JOS F. VERGARA,-,-,GRAL. SAN MARTÖN / JOS F. VERGARA,338399.32,6306754.68,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,8945,
9211,8772,T-6-43-PO-10,PB404,PS,ACTIVO,QUILICURA,B,JOS F. VERGARA,LA CONCEPCION,LOS CARRERA,P-O,LOS CARRERA,JOS F. VERGARA,-,-,LOS CARRERA / JOS F. VERGARA,338657.53,6306663.43,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9212,8773,T-6-43-PO-15,PB405,ET,ACTIVO,QUILICURA,B,JOS F. VERGARA,R ROMO RUIZ,O'HIGGINS,P-O,O'HIGGINS,JOS F. VERGARA,PLAZA QUILICURA,3,PARADA 3 / PLAZA QUILICURA,338881.78,6306549.67,0,,,,,,1,BUENO,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,5409,
9213,8774,T-6-44-NS-5,PB457,ET,ACTIVO,QUILICURA,B,O'HIGGINS,ALCALDE P J ESCOBAR,JOS F. VERGARA,N-S,JOS F. VERGARA,O'HIGGINS,PLAZA QUILICURA,1,PARADA 1 / PLAZA QUILICURA,338932.37,6306571.68,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,8869,
9214,8775,T-6-44-SN-5,PB406,PS,ACTIVO,QUILICURA,B,O'HIGGINS,ALCALDE P J ESCOBAR,AV. M. A. MATTA,S-N,AV. M. A. MATTA,O'HIGGINS,-,-,AV. M. A. MATTA / O'HIGGINS,339042.62,6306813.12,0,,,,1,Refugio 4(m),1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,4881,
9215,8776,T-6-44-SN-10,PB543,PS,ACTIVO,QUILICURA,B,O'HIGGINS,AV. LO MARCOLETA,AV. LAS TORRES,S-N,AV. LAS TORRES,O'HIGGINS,-,-,AV. LAS TORRES / O'HIGGINS,339113.24,6307798.1,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9216,8777,T-6-45-OP-3,PB449,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,SENADOR J. GUZMµN,ZA¥ARTU,O-P,ZA¥ARTU,AV. MANUEL A. MATTA,ZA¥ARTU - MANUEL A. MATTA,4,PARADA 4 / ZA¥ARTU - MANUEL A. MATTA,341076.08,6306854.9,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7098,
9217,8778,T-6-45-OP-5,PB470,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,ZA¥ARTU,EL PARQUE,O-P,ZA¥ARTU,AV. MANUEL A. MATTA,ZA¥ARTU - MANUEL A. MATTA,2,PARADA 2 / ZA¥ARTU - MANUEL A. MATTA,341007.76,6306852.63,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7099,
9218,8779,T-6-45-PO-5,PB494,PS,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,LOS PALTOS,JOS M. CARRERA,P-O,JOS M. CARRERA,AV. MANUEL A. MATTA,-,-,JOS M. CARRERA / AV. MANUEL A. MATTA,338708.89,6306976.03,0,,,,,,1,MALO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1681,
9219,8780,T-6-45-PO-7,PB495,PS,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,NIEVES,LUNA,P-O,LUNA,AV. MANUEL A. MATTA,-,-,LUNA / AV. MANUEL A. MATTA,338938.15,6306850.89,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1677,
9220,8781,T-6-45-OP-8,PB450,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,LO ZA¥ARTU,EL PARQUE,O-P,EL PARQUE,AV. MANUEL A. MATTA,EL PARQUE - MANUEL A. MATTA,2,PARADA 2 / EL PARQUE - MANUEL A. MATTA,340852.66,6306824.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,1696,
9221,8782,T-6-45-OP-10,PB471,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,EL TALHUEN,EL LITRE,O-P,EL LITRE,AV. MANUEL A. MATTA,LAS PARCELAS - MANUEL A. MATTA,2,PARADA 2 / LAS PARCELAS - MANUEL A. MATTA,340757.25,6306800.47,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,1711,
9222,8783,T-6-45-PO-10,,PS,ELIMINADO,QUILICURA,B,AV. MANUEL A. MATTA,LIBERTADOR BERNARDO OHIGGINS,DEL SURCO,P-O,DEL SURCO,AV. MANUEL A. MATTA,-,-,DEL SURCO / AV. MANUEL A. MATTA,339191.11,6306837.8,0,,,,,,1,MALO,CON REFUGIO,UC-Jun/2011-Retiro,,,5203,SE ELIMINA PARADA DIVIDIDA
9223,8784,T-6-45-OP-13,PB451,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,EL MIMBRE,EL TEBO,O-P,EL TEBO,AV. MANUEL A. MATTA,EL TEBO - MANUEL A. MATTA,2,PARADA 2 / EL TEBO - MANUEL A. MATTA,340678.62,6306778.32,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1710,
9224,8785,T-6-45-PO-13,PB407,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,DEL SURCO (POR EL FRENTE),DEL SAUCE (PROY. SOLERA),P-O,DEL SAUCE,AV. MANUEL A. MATTA,DEL SAUCE - MANUEL A. MATTA,1,PARADA 1 / DEL SAUCE - MANUEL A. MATTA,339272.63,6306852.97,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1695,
9225,8786,T-6-45-OP-15,PB472,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,EL TEBO,SEPTIMO DE LINEA,O-P,SPTIMO DE LÖNEA,AV. MANUEL A. MATTA,LO CAMPINO - MANUEL A. MATTA,2,PARADA 2 / LO CAMPINO - MANUEL A. MATTA,340591.52,6306751.41,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,7103,
9226,8787,T-6-45-PO-15,PB408,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,EL SAUCE,ARTURO PRAT,P-O,DE LA VENDIMIA,AV. MANUEL A. MATTA,DE LA VENDIMIA - MANUEL A. MATTA,1,PARADA 1 / DE LA VENDIMIA - MANUEL A. MATTA,339338.25,6306839.28,0,,,,1,Refugio 4(m),1,BUENO,CON REFUGIO,UC-Dic/2011-Reposici¢n,,,7115,
9227,8788,T-6-45-OP-17,PB452,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,SPTIMO DE LÖNEA,PASAJE 4,O-P,4 ORIENTE,AV. MANUEL A. MATTA,4 ORIENTE - MANUEL A. MATTA,4,PARADA 4 / 4 ORIENTE - MANUEL A. MATTA,340379.19,6306690.57,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1709,
9228,8789,T-6-45-PO-17,PB496,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,DE LA HERMITA,ARTURO PRAT,P-O,ARTURO PRAT,AV. MANUEL A. MATTA,ARTURO PRAT - MANUEL A. MATTA,1,PARADA 1 / ARTURO PRAT - MANUEL A. MATTA,339511.2,6306793.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1694,
9229,8790,T-6-45-OP-20,PB473,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,SEPTIMO DE LINEA,PASAJE 4,O-P,4 ORIENTE,AV. MANUEL A. MATTA,4 ORIENTE - MANUEL A. MATTA,2,PARADA 2 / 4 ORIENTE - MANUEL A. MATTA,340295.3,6306672.49,0,,,,1,Refugio 4(m),1,BUENO,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,7105,
9230,8791,T-6-45-PO-20,PB409,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,IQUIQUE,NUEVA YORK,P-O,NUEVA YORK,AV. MANUEL A. MATTA,NUEVA YORK - MANUEL A. MATTA,1,PARADA 1 / NUEVA YORK - MANUEL A. MATTA,339609.06,6306770.48,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1693,
9231,8792,T-6-45-OP-23,PB453,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,AV. LAS TORRES,AV. LO CRUZAT,O-P,AV. LAS TORRES,AV. MANUEL A. MATTA,LO CRUZAT - MANUEL A. MATTA,4,PARADA 4 / LO CRUZAT - MANUEL A. MATTA,339941.41,6306743.01,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1708,
9232,8793,T-6-45-PO-23,PB497,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,NUEVA YORK,PEDRO LIRA,P-O,PEDRO LIRA,AV. MANUEL A. MATTA,PEDRO LIRA - MANUEL A. MATTA,1,PARADA 1 / PEDRO LIRA - MANUEL A. MATTA,339680.6,6306762.07,0,,,,,,0,,SIN REFUGIO,UC-Sept/2011-Reposici¢n,,,1692,
9233,8794,T-6-45-OP-25,PB474,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,AV. LAS TORRES,AV. LO CRUZAT,O-P,AV. LO CRUZAT,AV. MANUEL A. MATTA,LO CRUZAT - MANUEL A. MATTA,2,PARADA 2 / LO CRUZAT - MANUEL A. MATTA,339873.3,6306757.24,0,,,,1,Refugio 4(m),1,BUENO,CON REFUGIO,UC-Ene/2012-Instalaci¢n,,,1706,
9234,8795,T-6-45-PO-25,PB410,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,NUEVA YORK,HUMBERTO CARO,P-O,HUMBERTO CARO,AV. MANUEL A. MATTA,LO CRUZAT - MANUEL A. MATTA,3,PARADA 3 / LO CRUZAT - MANUEL A. MATTA,339795.8,6306757.47,0,,,,,,1,BUENO,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1691,
9235,8796,T-6-45-PO-27,PB498,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,AV. LO CRUZAT,OSVALDO LIRA,P-O,OSVALDO LIRA,AV. MANUEL A. MATTA,LO CRUZAT - MANUEL A. MATTA,1,PARADA 1 / LO CRUZAT - MANUEL A. MATTA,339905.77,6306734.49,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1690,
9236,8797,T-6-45-OP-30,PB454,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,PEDRO LIRA,LUIS TORTEROLO,O-P,PEDRO LIRA,AV. MANUEL A. MATTA,PEDRO LIRA - MANUEL A. MATTA,2,PARADA 2 / PEDRO LIRA - MANUEL A. MATTA,339631.09,6306781.72,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1705,
9237,8798,T-6-45-PO-30,PB411,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,CALLE 1,4 ORIENTE,P-O,4 ORIENTE,AV. MANUEL A. MATTA,4 ORIENTE - MANUEL A. MATTA,3,PARADA 3 / 4 ORIENTE - MANUEL A. MATTA,340249.51,6306653.99,0,,,,1,Refugio 4(m),1,BUENO,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1689,
9238,8799,T-6-45-OP-31,PB475,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,LUIS TORTEROLO,DE LA MEDIALUNA,O-P,DE LA MEDIALUNA,AV. MANUEL A. MATTA,DE LA MEDIALUNA - MANUEL A. MATTA,2,PARADA 2 / DE LA MEDIALUNA - MANUEL A. MATTA,339565.32,6306795.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1704,
9239,8800,T-6-45-OP-32,PB455,PD,ACTIVO,QUILICURA,B,AV. MANUEL A. MATTA,DEL CORRAL QUEMADO,DE LA COSECHA,O-P,DE LA COSECHA,AV. MANUEL A. MATTA,DE LA COSECHA - MANUEL A. MATTA,2,PARADA 2 / DE LA COSECHA - MANUEL A. MATTA,339402.07,6306837.81,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2011-Reposici¢n,,,1703,
9240,8821,T-6-307-NS-5,PB1557,PS,ACTIVO,QUILICURA,B,CARLOS GàMEZ VLEZ,AV. MANUEL A. MATTA,AV AMERICO VESPUCIO,N-S,AV. VESPUCIO,CARLOS GàMEZ VLEZ,-,-,AV. VESPUCIO / CARLOS GàMEZ VLEZ,341558.91,6306732.91,0,,,,,,0,,SàLO SE¥AL,UC-Ene/2012-Instalaci¢n,,,9100,
9241,8822,T-6-321-OP-5,PB399,PS,ACTIVO,QUILICURA,B,GABRIELA MISTRAL,FREIRE,PORTALES,O-P,PORTALES,GABRIELA MISTRAL,-,-,PORTALES / GABRIELA MISTRAL,337858.23,6306279.01,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9242,9620,T-13-92-SN-15,PI384,PS,ACTIVO,MAIPé,I,ALBERTO LLONA,E. HEISSE,4 ALAMOS,S-N,4 µLAMOS,ALBERTO LLONA,-,-,4 µLAMOS / ALBERTO LLONA,336959.62,6290056.95,0,,8,CALZADA MIXTA,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
9243,8823,T-6-321-PO-5,PB464,PS,ACTIVO,QUILICURA,B,GABRIELA MISTRAL,ANTONIO VARAS,MANUEL MONTT,P-O,ANTONIO VARAS,GABRIELA MISTRAL,-,-,ANTONIO VARAS / GABRIELA MISTRAL,337706.81,6306301.85,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9244,9621,T-13-92-SN-20,PI385,PS,ACTIVO,MAIPé,I,ALBERTO LLONA,RICARDO AYALA,J.M. IRARRAZABAL,S-N,RICARDO AYALA,ALBERTO LLONA,-,-,RICARDO AYALA / ALBERTO LLONA,336949.51,6290386.56,0,,8,CALZADA MIXTA,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
9245,8824,T-6-321-OP-10,PB530,PS,INACTIVO,QUILICURA,B,GABRIELA MISTRAL,BARROS ARANA,BALMACEDA,O-P,JUAN F. GONZµLEZ,GABRIELA MISTRAL,-,-,JUAN F. GONZµLEZ / GABRIELA MISTRAL,337562.74,6306355,0,,,,,,0,,SàLO SE¥AL,UC-Jun/2011-Retiro,,,5198,
9246,9622,T-13-92-SN-25,PI1332,ET,ACTIVO,MAIPé,I,ALBERTO LLONA,JAVIERA CARRERA,AV. 5 DE ABRIL,S-N,AV. 5 DE ABRIL,ALBERTO LLONA,(M) PLAZA DE MAIPé,14,PARADA 14 / (M) PLAZA DE MAIPé,336942.76,6290696.8,0,,8,CALZADA MIXTA,1,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Reposici¢n,,,5128,
9247,8825,T-6-321-PO-10,PB465,PS,ACTIVO,QUILICURA,B,GABRIELA MISTRAL,AV. PORTALES,FREIRE,P-O,FREIRE,GABRIELA MISTRAL,-,-,FREIRE / GABRIELA MISTRAL,337876.76,6306257.75,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9248,9623,T-13-93-OP-5,PI161,PS,ACTIVO,MAIPé,I,A. SILVA CARVALLO,AV. 3 PONIENTE,S. SILVA A,O-P,ARTURO GODOY,A. SILVA CARVALLO,-,-,ARTURO GODOY / A. SILVA CARVALLO,335062.44,6288290.03,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
9249,8826,T-6-322-NS-5,PB463,PS,ACTIVO,QUILICURA,B,JUAN F. GONZµLEZ,LAS VIOLETAS,GABRIELA MISTRAL,N-S,ALC. COOPER,JUAN F. GONZµLEZ,-,-,ALC. COOPER / JUAN F. GONZµLEZ,337524.02,6306484.1,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Dic/2011-Reposici¢n,,,7799,
9250,9624,T-13-93-PO-5,PI92,PS,ACTIVO,MAIPé,I,A. SILVA CARVALLO,G. VIDELA,PTE. BALMACEDA,P-O,PDTE. BALMACEDA,A. SILVA CARVALLO,-,-,PDTE. BALMACEDA / A. SILVA CARVALLO,334803.66,6288168.17,0,,,,,,1,REGULAR,CON REFUGIO,SERVIU-Dic/2010,,,,
9251,8827,T-6-322-SN-5,,PS,INACTIVO,QUILICURA,B,JUAN FCO. GONZµLEZ,R. MOYA,GABRIELA MISTRAL,S-N,GABRIELA MISTRAL,JUAN FCO. GONZµLEZ,-,-,GABRIELA MISTRAL / JUAN FCO. GONZµLEZ,337503.92,6306345.43,0,,,,,,0,,SIN REFUGIO,,,,,
9252,9625,T-13-93-PO-10,PI93,PS,ACTIVO,MAIPé,I,A. SILVA CARVALLO,H. OLGUIN,AV. 3 PONIENTE,P-O,AV. 3 PONIENTE,A. SILVA CARVALLO,-,-,AV. 3 PONIENTE / A. SILVA CARVALLO,335165.56,6288346.95,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,Dic-11/Cambia Referencia,,
9253,8828,T-6-323-PO-5,PB402,PS,ACTIVO,QUILICURA,B,BLANCO ENCALADA,MANUEL A.ROMO,GENERAL SAN MARTIN,P-O,GRAL. SAN MARTÖN,BLANCO ENCALADA,-,-,GRAL. SAN MARTÖN / BLANCO ENCALADA,338253.47,6306323.04,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,5773,
9254,9626,T-13-93-PO-15,PI94,PS,ACTIVO,MAIPé,I,A. SILVA CARVALLO,RENZO PECCHENINO,TITO MUNDT,P-O,AV. EL OLIMPO,A. SILVA CARVALLO,-,-,AV. EL OLIMPO / A. SILVA CARVALLO,335372.92,6288501.19,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,Dic-11/Cambia Referencia,,
