FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
9113,8674,T-5-30-PO-5,PB68,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,SARGENTO CANDELARIA,ANIBAL MONTT,P-O,ANIBAL MONTT,AV. DOMINGO SANTA MARÖA,-,-,ANIBAL MONTT / AV. DOMINGO SANTA MARÖA,341146.42,6302553.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,Ene-12/Cambia Referencia,3302,
9114,8675,T-5-30-OP-10,PB80,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,ROSARIO,RIVERA,O-P,RIVERA,AV. DOMINGO SANTA MARÖA,-,-,RIVERA / AV. DOMINGO SANTA MARÖA,342050.15,6302283.17,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,3297,
9115,8676,T-5-30-PO-10,PB70,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,BÖO BÖO,CAUPOLICAN,P-O,CAUPOLICµN,AV. DOMINGO SANTA MARÖA,-,-,CAUPOLICµN / AV. DOMINGO SANTA MARÖA,341917.73,6302318.71,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,3303,
9116,8677,T-5-30-OP-15,PB81,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,CAUPOLICAN,R.BRAVO,O-P,CAUPOLICµN,AV. DOMINGO SANTA MARÖA,-,-,CAUPOLICµN / AV. DOMINGO SANTA MARÖA,341798.36,6302372.69,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,3299,
9117,8678,T-5-30-PO-15,PB71,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,V.AGUIRRE,CONCEPCIàN,P-O,CONCEPCIàN,AV. DOMINGO SANTA MARÖA,-,-,CONCEPCIàN / AV. DOMINGO SANTA MARÖA,342111.95,6302247.42,0,,,,,,1,BUENO,CON REFUGIO,UC-Mayo/2011,,,3304,
9118,8679,T-5-30-PO-20,PB72,PS,ACTIVO,RENCA,B,AV. DOMINGO SANTA MARÖA,PJE. 3,PJE. MAPOCHO,P-O,AV. APàSTOL SANTIAGO,AV. DOMINGO SANTA MARÖA,-,-,AV. APàSTOL SANTIAGO / AV. DOMINGO SANTA MARÖA,342426.9,6302122.57,0,,,,,,1,BUENO,CON REFUGIO,UC-Mayo/2011,,,3305,
9119,8680,T-5-31-SN-5,PB654,PS,ACTIVO,RENCA,B,ESMERALDA,QUILLAGUA,CALETA GUAPI,S-N,JOS M. INFANTE,ESMERALDA,-,-,JOS M. INFANTE / ESMERALDA,338534.76,6302262.13,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Instalaci¢n,,,3749,
9120,8681,T-5-32-OP-5,PB88,PS,ACTIVO,RENCA,B,GRAL. FREIRE,M.RODRIGUEZ,CABO DE HORNOS,O-P,CABO DE HORNOS,GRAL. FREIRE,-,-,CABO DE HORNOS / GRAL. FREIRE,339668.62,6302946.17,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,5063,
9121,8682,T-5-32-OP-10,PB89,PS,ACTIVO,RENCA,B,GRAL. FREIRE,LOS CISNES,ANTOFAGASTA,O-P,S. LAURA VICU¥A,GRAL. FREIRE,-,-,S. LAURA VICU¥A / GRAL. FREIRE,339404.25,6302920.9,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,3832,
9122,8683,T-5-32-OP-15,PB90,PS,ACTIVO,RENCA,B,GRAL. FREIRE,CAUTIN,VILLARRICA,O-P,VILLARRICA,GRAL. FREIRE,-,-,VILLARRICA / GRAL. FREIRE,339113.34,6302913.99,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,5062,
9123,8684,T-5-33-OP-5,PB83,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,E.MAGALLANES,ANGAMOS,O-P,ANGAMOS,AV. JOS M. BALMACEDA,-,-,ANGAMOS / AV. JOS M. BALMACEDA,341257.56,6302679.59,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1734,
9124,8685,T-5-33-PO-5,PB61,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,TALCA,P. JARAQUEMADA,P-O,P. JARAQUEMADA,AV. JOS M. BALMACEDA,-,-,P. JARAQUEMADA / AV. JOS M. BALMACEDA,339287.83,6302815.22,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1720,
9125,8686,T-5-33-OP-10,PB84,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,A.VALDES,A.MONTT VARAS,O-P,A. MONTT VARAS,AV. JOS M. BALMACEDA,-,-,A. MONTT VARAS / AV. JOS M. BALMACEDA,341004.53,6302707.94,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1743,
9126,8687,T-5-33-PO-10,PB62,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,COLO COLO,CALLE NVA.1,P-O,NUEVA 1,AV. JOS M. BALMACEDA,-,-,NUEVA 1 / AV. JOS M. BALMACEDA,339536.64,6302827.92,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1731,
9127,8688,T-5-33-OP-15,PB85,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,MONTT VARAS,I.CARRERA PINTO,O-P,I. CARRERA P.,AV. JOS M. BALMACEDA,-,-,I. CARRERA P. / AV. JOS M. BALMACEDA,340782.6,6302789.02,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1741,
9128,8689,T-5-33-PO-15,PB63,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,MAFIL,M.RODRIGUEZ,P-O,MANUEL RODRÖGUEZ,AV. JOS M. BALMACEDA,-,-,MANUEL RODRÖGUEZ / AV. JOS M. BALMACEDA,339927.7,6302868.37,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1728,
9129,8690,T-5-33-OP-20,PB86,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,I.C.PINTO,C.MATTE,O-P,CLAUDIO MATTE,AV. JOS M. BALMACEDA,-,-,CLAUDIO MATTE / AV. JOS M. BALMACEDA,340538.12,6302826.31,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1739,
9130,8691,T-5-33-PO-20,PB64,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,PJE. SICILIA,GRAL. VELµSQUEZ,P-O,GRAL. VELµSQUEZ,AV. JOS M. BALMACEDA,-,-,GRAL. VELµSQUEZ / AV. JOS M. BALMACEDA,340210.38,6302867.92,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1726,
9131,8692,T-5-33-OP-23,PB1709,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,SANTOS ROSSI,CLAUDIO MATTE,O-P,CLAUDIO MATTE,AV. JOS M. BALMACEDA,-,-,CLAUDIO MATTE / AV. JOS M. BALMACEDA,340329.16,6302860.63,0,,,,,,0,,SIN REFUGIO,,,jun-12,,
9132,8693,T-5-33-OP-25,PB87,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,GRA.VERGARA,M.RODRIGUEZ,O-P,MANUEL RODRÖGUEZ,AV. JOS M. BALMACEDA,-,-,MANUEL RODRÖGUEZ / AV. JOS M. BALMACEDA,340025.75,6302896.18,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1736,
9133,8694,T-5-33-PO-25,PB65,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,PJE. SANTOS ROSSI,LOS NOGALES,P-O,LOS NOGALES,AV. JOS M. BALMACEDA,-,-,LOS NOGALES / AV. JOS M. BALMACEDA,340426.56,6302833.33,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,1724,
9134,8695,T-5-33-PO-30,PB66,PS,ACTIVO,RENCA,B,AV. JOS M. BALMACEDA,I.C.PINTO,DICHATO,P-O,I. CARRERA P.,AV. JOS M. BALMACEDA,-,-,I. CARRERA P. / AV. JOS M. BALMACEDA,340814.75,6302770.77,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,1723,
9135,8696,T-5-33-NS-35,,PS,ELIMINADO,RENCA,B,AV. JOS M. BALMACEDA,,DOMINGO SANTAMARIA,N-S,SIN INFORMACIàN,AV. JOS M. BALMACEDA,-,-,SIN INFORMACIàN / AV. JOS M. BALMACEDA,341613.11,6302684.03,0,,,,,,0,,S/I,,,,,ELIMINADO POR ERROR PROPUESTA
9136,8697,T-5-33-PO-35,,PS,INACTIVO,RENCA,B,AV. JOS M. BALMACEDA,PASAJE RÖO CLARO,CAUPOLICµN,P-O,CAUPOLICµN,AV. JOS M. BALMACEDA,-,-,CAUPOLICµN / AV. JOS M. BALMACEDA,341613.11,6302684.03,0,,,,,,0,,SàLO SE¥AL,,,,,
9137,8698,T-5-34-OP-5,PB93,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,CALBUCO,VOLCµN OSORNO,O-P,VOLCµN OSORNO,JOS MIGUEL INFANTE,-,-,VOLCµN OSORNO / JOS MIGUEL INFANTE,339224.55,6302292.34,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,6606,
9138,8699,T-5-34-PO-5,PB53,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,OLIMPO,POSEIDàN,P-O,POSEIDàN,JOS MIGUEL INFANTE,-,-,POSEIDàN / JOS MIGUEL INFANTE,337882.44,6302322.55,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,6620,
9139,8700,T-5-34-OP-10,PB94,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,NUEVO,CLOTARIO BLEST,O-P,CLOTARIO BLEST,JOS MIGUEL INFANTE,-,-,CLOTARIO BLEST / JOS MIGUEL INFANTE,338927.92,6302224.93,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,6608,
9140,8701,T-5-34-PO-10,PB54,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,POSEIDON,ZEUZ,P-O,ZEUS,JOS MIGUEL INFANTE,-,-,ZEUS / JOS MIGUEL INFANTE,338131.3,6302267.67,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,5516,
9141,8702,T-5-34-PO-11,PB55,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,ZEUS,CHUNGARµ,P-O,CHUNGARµ,JOS MIGUEL INFANTE,-,-,CHUNGARµ / JOS MIGUEL INFANTE,338294.46,6302223.7,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,6623,
9142,8703,T-5-34-OP-15,PB95,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,PELLINES,ESMERALDA,O-P,ESMERALDA,JOS MIGUEL INFANTE,-,-,ESMERALDA / JOS MIGUEL INFANTE,338550.17,6302315.26,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,3748,
9143,8704,T-5-34-PO-15,PB56,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,TERMA,ESMERALDA,P-O,ESMERALDA,JOS MIGUEL INFANTE,-,-,ESMERALDA / JOS MIGUEL INFANTE,338505.89,6302269.66,0,,,,2,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,3750,
9144,8705,T-5-34-OP-16,PB96,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,STA.TERES,CHORRILLOS,O-P,CHORRILLOS,JOS MIGUEL INFANTE,-,-,CHORRILLOS / JOS MIGUEL INFANTE,338343.55,6302235,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,6613,
9145,8706,T-5-34-OP-20,PB97,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,SAN JUAN,FERNANDO,O-P,FERNANDO,JOS MIGUEL INFANTE,-,-,FERNANDO / JOS MIGUEL INFANTE,337996.28,6302319.53,0,,,,,,0,,SIN ANDN,UC-Jun/2012-Reposici¢n,,,6615,
9146,8707,T-5-34-PO-20,PB57,PS,ACTIVO,RENCA,B,JOS M. INFANTE,PELLUHUE,PASAJE 1,P-O,PELLUHUE,JOS M. INFANTE,-,-,PELLUHUE / JOS M. INFANTE,338753.77,6302242.32,0,,,,2,Refugio 4(m),0,,CON REFUGIO,UC-Jul/2011-Reposici¢n,,Oct-11/Cambia Referencia,5737,
9147,8708,T-5-34-PO-23,PB1690,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,CLOTARIO BLEST,PLAYA BLANCA,P-O,PLAYA BLANCA,JOS MIGUEL INFANTE,-,-,PLAYA BLANCA / JOS MIGUEL INFANTE,338964.89,6302204.93,0,,,,,,0,,SIN REFUGIO,UC-Ene/2012-Instalaci¢n,,oct-11,9099,
9148,8709,T-5-34-OP-25,PB98,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,F.SANTIAGO,AV. VICU¥A MACKENNA,O-P,AV. VICU¥A MACKENNA,JOS MIGUEL INFANTE,-,-,AV. VICU¥A MACKENNA / JOS MIGUEL INFANTE,337760.42,6302375.39,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,1719,
9149,8710,T-5-34-PO-25,PB58,PS,ACTIVO,RENCA,B,JOS MIGUEL INFANTE,MAR BRAVA,ALMENDRILLO,P-O,CONDELL,JOS MIGUEL INFANTE,-,-,CONDELL / JOS MIGUEL INFANTE,339273.74,6302283.86,0,,,,2,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,10565,
9150,8711,T-5-36-NS-5,PB659,PS,ACTIVO,RENCA,B,MANUEL RODRÖGUEZ,MAFIL,A.PRAT,N-S,ARTURO PRAT,MANUEL RODRÖGUEZ,-,-,ARTURO PRAT / MANUEL RODRÖGUEZ,339986.07,6302727.83,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9151,8712,T-5-36-SN-5,PB658,PS,ACTIVO,RENCA,B,MANUEL RODRÖGUEZ,CALLE NUEVA,VENECIA,S-N,VENECIA,MANUEL RODRÖGUEZ,-,-,VENECIA / MANUEL RODRÖGUEZ,339989.08,6302745.79,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,10814,
9152,8713,T-5-37-NS-5,PB67,PS,ACTIVO,RENCA,B,NICANOR FAJARDO,J.M.BALMACEDA,DGO.STA.MARÖA,N-S,D. SANTA MARÖA,NICANOR FAJARDO,-,-,D. SANTA MARÖA / NICANOR FAJARDO,341016.01,6302555.49,0,,,,,,1,BUENO,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,5074,
9153,8714,T-5-38-PO-3,PB26,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,AV. JOSE MANUEL BALMACEDA,CAUPOLICAN,P-O,CAUPOLICµN,AV. SEN. JAIME GUZMµN,-,-,CAUPOLICµN / AV. SEN. JAIME GUZMµN,341699,6302738,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1337,
9154,8715,T-5-38-PO-5,PB27,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,LOS CLARINES,AV. APàSTOL SANTIAGO,P-O,AV. APàSTOL SANTIAGO,AV. SEN. JAIME GUZMµN,-,-,AV. APàSTOL SANTIAGO / AV. SEN. JAIME GUZMµN,342019.92,6302990.42,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1338,
9155,8716,T-5-38-OP-10,PB21,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,LA UNIàN,CAMINO LO RUIZ,O-P,CAMINO LO RUIZ,AV. SEN. JAIME GUZMµN,-,-,CAMINO LO RUIZ / AV. SEN. JAIME GUZMµN,343246.07,6302795.14,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1341,
9156,8717,T-5-38-PO-10,PB28,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,LOS JUNCOS,COLàN,P-O,LOS JUNCOS,AV. SEN. JAIME GUZMµN,-,-,LOS JUNCOS / AV. SEN. JAIME GUZMµN,342389.53,6303058.69,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1339,
9157,8718,T-5-38-OP-15,PB1338,PS,ELIMINADO,RENCA,B,AV. SEN. JAIME GUZMµN,LO RUIZ,ALTAMIRNO,O-P,ALTAMIRANO,AV. SEN. JAIME GUZMµN,-,-,ALTAMIRANO / AV. SEN. JAIME GUZMµN,342926.43,6302868.11,0,,,,,,0,,SIN REFUGIO,,,,,ELIMINADO POR CONSTRUCCIàN DEL CORREDOR DORSAL
9158,8719,T-5-38-PO-15,PB1313,PS,ELIMINADO,RENCA,B,AV. SEN. JAIME GUZMµN,A.SNATIAGO,LAS ACACIAS,P-O,LAS ACACIAS,AV. SEN. JAIME GUZMµN,-,-,LAS ACACIAS / AV. SEN. JAIME GUZMµN,342672.89,6302956.13,0,,,,,,0,,SIN REFUGIO,,,,,ELIMINADO POR CONSTRUCCIàN DEL CORREDOR DORSAL
9159,8720,T-5-38-OP-20,PB22,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,MARURI,COLàN,O-P,COLàN,AV. SEN. JAIME GUZMµN,-,-,COLàN / AV. SEN. JAIME GUZMµN,342536.98,6303034.11,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1342,
9160,8721,T-5-38-PO-20,PB29,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,ALBERTO PEPPER,CAMINO LO RUIZ,P-O,CAMINO LO RUIZ,AV. SEN. JAIME GUZMµN,-,-,CAMINO LO RUIZ / AV. SEN. JAIME GUZMµN,343095.4,6302815.13,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1340,
9161,8722,T-5-38-OP-23,PB1528,PS,ACTIVO,RENCA,B,AV. SENADOR JAIME GUZMµN,COLàN,LOS JUNCOS,O-P,LOS JUNCOS,AV. SEN. JAIME GUZMµN,-,-,LOS JUNCOS / AV. SEN. JAIME GUZMµN,342354.81,6303092.38,0,,,,,,0,,SIN REFUGIO,UC-Mar/2011,,,,
9162,8723,T-5-38-PO-25,PB1556,PS,ELIMINADO,RENCA,B,AV. SEN. JAIME GUZMµN,PJE.M.AMATT,EL RETO¥O,P-O,B. DE SARAVIA,AV. SEN. JAIME GUZMµN,-,-,B. DE SARAVIA / AV. SEN. JAIME GUZMµN,343361.56,6302743.44,0,,,,,,0,,SàLO SE¥AL,,,,,ELIMINADO POR CONSTRUCCIàN DEL CORREDOR DORSAL
9163,8724,T-5-38-OP-25,PB23,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,LOS SUSPIROS,AV. APàSTOL SANTIAGO,O-P,AV. APàSTOL SANTIAGO,AV. SEN. JAIME GUZMµN,-,-,AV. APàSTOL SANTIAGO / AV. SEN. JAIME GUZMµN,342223.34,6303084.19,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,Mar-12/Cambia Referencia,1343,
9164,8725,T-5-38-OP-30,PB24,PS,ACTIVO,RENCA,B,AV. SEN. JAIME GUZMµN,LOS LIRIOS,CAUPOLICµN,O-P,CAUPOLICµN,AV. SEN. JAIME GUZMµN,-,-,CAUPOLICµN / AV. SEN. JAIME GUZMµN,341799.92,6302860.15,0,,1,INTERNO,1,Refugio 9(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1344,
9165,8726,T-5-39-OP-5,PB664,PS,ACTIVO,RENCA,B,TOPOCALMA,I.ESPERANZA,BUENAVENTURA,O-P,BUENAVENTURA,TOPOCALMA,-,-,BUENAVENTURA / TOPOCALMA,339538.73,6301975.33,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9166,8727,T-5-39-OP-10,PB665,PS,ACTIVO,RENCA,B,TOPOCALMA,TOTORAL,LOS HORNOS,O-P,TOTORAL BAJO,TOPOCALMA,-,-,TOTORAL BAJO / TOPOCALMA,339181.26,6301929.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9167,8728,T-5-39-OP-15,PB666,PS,ACTIVO,RENCA,B,TOPOCALMA,CLOTARIO BLEST,PULLEHUE,O-P,PUYEHUE,TOPOCALMA,-,-,PUYEHUE / TOPOCALMA,338763.48,6301921.85,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9168,8729,T-5-39-OP-20,PB667,PS,ACTIVO,RENCA,B,TOPOCALMA,PELLINES,ESMERALDA,O-P,ESMERALDA,TOPOCALMA,-,-,ESMERALDA / TOPOCALMA,338477.55,6301960.76,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
9169,8730,T-5-40-NS-5,PB99,PS,ACTIVO,RENCA,B,AV. VICU¥A MACKENNA,SELIMONTE,AGRIGENTO,N-S,SELINONTE,AV. VICU¥A MACKENNA,-,-,SELINONTE / AV. VICU¥A MACKENNA,337645.96,6302189.82,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,1715,
9170,8731,T-5-40-SN-5,PB51,PS,ACTIVO,RENCA,B,AV. VICU¥A MACKENNA,THEMIS,RHEA,S-N,THEMIS,AV. VICU¥A MACKENNA,-,-,THEMIS / AV. VICU¥A MACKENNA,337634.31,6301888,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,1713,
9171,8732,T-5-40-NS-10,PB100,PS,ACTIVO,RENCA,B,AV. VICU¥A MACKENNA,RHEA,THEMIS,N-S,THEMIS,AV. VICU¥A MACKENNA,-,-,THEMIS / AV. VICU¥A MACKENNA,337622.42,6301882.47,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,1717,
9172,8733,T-5-40-SN-10,PB52,PS,ACTIVO,RENCA,B,AV. VICU¥A MACKENNA,AGRIGENTO,SELINONTE,S-N,SELINONTE,AV. VICU¥A MACKENNA,-,-,SELINONTE / AV. VICU¥A MACKENNA,337661.13,6302218.36,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,1714,
9173,8734,T-5-436-OP-5,,PS,INACTIVO,RENCA,B,COSTANERA NORTE,POSEIDàN,OLIMPO,O-P,OLIMPO,COSTANERA NORTE,-,-,OLIMPO / COSTANERA NORTE,337822.29,6301769.97,0,,,,,,0,,SIN REFUGIO,,,,,
9174,8735,T-5-436-PO-5,,PS,INACTIVO,RENCA,B,COSTANERA NORTE,HRCULES,OLIMPO,P-O,OLIMPO,COSTANERA NORTE,-,-,OLIMPO / COSTANERA NORTE,337798.93,6301748.17,0,,,,,,0,,SIN REFUGIO,,,,,
9175,8736,T-5-436-OP-10,,PS,INACTIVO,RENCA,B,COSTANERA NORTE,CHUNGARµ,ZEUS,O-P,ZEUS,COSTANERA NORTE,-,-,ZEUS / COSTANERA NORTE,338141.31,6301756.13,0,,,,,,0,,SIN REFUGIO,,,,,
9176,8737,T-5-436-PO-10,,PS,INACTIVO,RENCA,B,COSTANERA NORTE,POSEIDàN,ZEUS,P-O,ZEUS,COSTANERA NORTE,-,-,ZEUS / COSTANERA NORTE,338109.67,6301734.86,0,,,,,,0,,SIN REFUGIO,,,,,
9177,8738,T-6-7-PO-2,PB484,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,LO BOZA,CENTRAL,P-O,CENTRAL,AV. VESPUCIO,-,-,CENTRAL / AV. VESPUCIO,336948.52,6305132.13,0,,,,,,1,BUENO,CON REFUGIO,UC-Jul/2011-Instalaci¢n,,,5519,
9178,8739,T-6-7-OP-3,PB519,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,GENERAL SAN MARTIN,AV. PDTE. FREI M.,O-P,AV. PDTE. FREI M.,AV. VESPUCIO,BARRIO INDUSTRIAL EL CORTIJO,-,BARRIO INDUSTRIAL EL CORTIJO,342066.85,6306882.67,0,,,,,,2,BUENO,CON REFUGIO,UC-Jun/2012-Instalaci¢n,,,10259,
9179,8740,T-6-7-OP-5,PB531,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,S JAIME GUZMAN,PAS. ALC. GUZMµN,O-P,PAS. ALC. GUZMµN,AV. VESPUCIO,PASARELA ALCALDE GUZMµN,-,PASARELA ALCALDE GUZMµN,341170.6,6306357.09,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,,
9180,8741,T-6-7-PO-5,PB485,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,AV CENTRAL,N. LAS INDUSTRIAS,P-O,N. LAS INDUSTRIAS,AV. VESPUCIO,PASARELA CENTRAL,-,PASARELA CENTRAL,337115.4,6305300.54,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2010,,,7012,
9181,8742,T-6-7-OP-7,PB469,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,JAIME GUZMAN,ALCALDE GUZMAN,O-P,ALCALDE GUZMµN,AV. VESPUCIO,-,-,ALCALDE GUZMµN / AV. VESPUCIO,340850.06,6306101.37,0,,,,,,1,BUENO,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,1675,
9182,8743,T-6-7-OP-8,PB1531,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,ALC. GUZMAN,LO CAMPINO,O-P,LO CAMPINO,AV. VESPUCIO,-,-,LO CAMPINO / AV. VESPUCIO,340517.61,6305954.76,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2012-Reposici¢n,,,8999,
9183,8744,T-6-7-OP-10,,PS,INACTIVO,QUILICURA,B,AV. VESPUCIO,LO CAMPINO,ALCALDE JUAN LARENAS,O-P,PAS. GARATE,AV. VESPUCIO,-,-,PAS. GARATE / AV. VESPUCIO,340312.77,6305946.46,0,,,,,,2,MALO,CON REFUGIO,,,,,
9184,8745,T-6-7-PO-10,PB486,PS,ACTIVO,QUILICURA,B,AV. VESPUCIO,AV. LAS INDUSTRIAS,CAMINO LO ECHEVERS,P-O,CAMINO LO ECHEVERS,AV. VESPUCIO,-,-,CAMINO LO ECHEVERS / AV. VESPUCIO,337375.93,6305580.81,0,,,,,,1,BUENO,CON REFUGIO,UC-Sept/2010,,,,
9185,8746,T-6-7-OP-15,,PS,INACTIVO,QUILICURA,B,AV. VESPUCIO,ALCALDE JUAN LARENAS,M RODRIGUEZ,O-P,PAS. RENOIR,AV. VESPUCIO,-,-,PAS. RENOIR / AV. VESPUCIO,339679.96,6306021.17,0,,,,,,2,MALO,CON REFUGIO,,,,,
